filename,fold,chroma_stft_mean,chroma_stft_variance,rmse_mean,rmse_variance,spectral_centroid_mean,spectral_centroid_variance,spectral_bandwidth_mean,spectral_bandwidth_variance,spectral_rolloff_mean,spectral_rolloff_variance,zero_crossing_rate_mean,zero_crossing_rate_variance,MFCC_1_mean,MFCC_1_variance,MFCC_2_mean,MFCC_2_variance,MFCC_3_mean,MFCC_3_variance,MFCC_4_mean,MFCC_4_variance,MFCC_5_mean,MFCC_5_variance,MFCC_6_mean,MFCC_6_variance,MFCC_7_mean,MFCC_7_variance,MFCC_8_mean,MFCC_8_variance,MFCC_9_mean,MFCC_9_variance,MFCC_10_mean,MFCC_10_variance,MFCC_11_mean,MFCC_11_variance,MFCC_12_mean,MFCC_12_variance,MFCC_13_mean,MFCC_13_variance,MFCC_14_mean,MFCC_14_variance,MFCC_15_mean,MFCC_15_variance,MFCC_16_mean,MFCC_16_variance,MFCC_17_mean,MFCC_17_variance,MFCC_18_mean,MFCC_18_variance,MFCC_19_mean,MFCC_19_variance,MFCC_20_mean,MFCC_20_variance,class_ID
128607-4-1-3,4,0.6731098,0.039191302,0.08849728,0.000145392,3671.000351,12527.44032,2889.127047,2914.061703,7730.046514,44354.89566,0.235738236,0.00029943,-35.25527,-35.25527,42.88988,42.88988,-34.49247,-34.49247,-5.017417,-5.017417,-7.21243,-7.21243,-10.123171,-10.123171,-4.148616,-4.148616,-0.3573197,-0.3573197,-2.6364675,-2.6364675,7.5822506,7.5822506,-7.7301116,-7.7301116,1.3131478,1.3131478,-8.605799,-8.605799,4.0004063,4.0004063,-5.6969585,-5.6969585,0.31200925,0.31200925,-8.395615,-8.395615,6.5500727,6.5500727,-7.3904767,-7.3904767,1.3776997,1.3776997,4
130961-4-0-0,7,0.4730431,0.07331311,0.059410688,0.000476542,2183.646034,82282.66909,2204.73764,66351.76667,3943.838778,645755.2227,0.131022135,0.000363735,-129.96495,-129.96495,104.40227,104.40227,-39.74607,-39.74607,-0.06668149,-0.06668149,11.367189,11.367189,6.199529,6.199529,-2.4973571,-2.4973571,-0.9468386,-0.9468386,-6.0714507,-6.0714507,3.9399498,3.9399498,0.27519226,0.27519226,4.2063975,4.2063975,-6.04245,-6.04245,2.1136734,2.1136734,-2.6431844,-2.6431844,-0.4491161,-0.4491161,-6.8247147,-6.8247147,3.406082,3.406082,-3.3541,-3.3541,2.392146,2.392146,4
130961-4-1-1,7,0.52613425,0.059004694,0.048597038,0.000166351,2607.475568,9570.550735,2489.432671,6518.622835,5338.3051,62507.82374,0.142010816,0.000261783,-118.13477,-118.13477,85.42494,85.42494,-24.189636,-24.189636,14.597353,14.597353,-4.557575,-4.557575,1.7889736,1.7889736,-5.1641464,-5.1641464,4.8387017,4.8387017,-1.9265463,-1.9265463,7.8412437,7.8412437,1.3700767,1.3700767,-0.88625735,-0.88625735,-8.377815,-8.377815,1.7945108,1.7945108,-3.4688818,-3.4688818,3.3354456,3.3354456,-2.7666326,-2.7666326,6.6242366,6.6242366,-1.4206526,-1.4206526,2.6388137,2.6388137,4
130961-4-1-2,7,0.47402954,0.06729262,0.046167877,9.94E-05,2649.213828,9250.441453,2552.590149,6768.825474,5527.871969,64518.59632,0.14162132,0.000216747,-123.96701,-123.96701,84.50842,84.50842,-20.52259,-20.52259,13.330002,13.330002,-4.5810623,-4.5810623,-0.0879088,-0.0879088,-7.875188,-7.875188,5.559432,5.559432,0.2007694,0.2007694,6.9714484,6.9714484,-0.4225768,-0.4225768,-2.2218497,-2.2218497,-9.142818,-9.142818,1.4992856,1.4992856,-3.58912,-3.58912,2.7369998,2.7369998,-3.7674766,-3.7674766,6.59399,6.59399,-0.67052335,-0.67052335,1.7966979,1.7966979,4
130961-4-1-3,7,0.4553499,0.071923114,0.058007777,0.000166596,2648.208694,13159.19157,2564.241313,8349.687186,5556.002049,98745.31094,0.136117571,0.000231851,-104.277794,-104.277794,84.35737,84.35737,-21.113781,-21.113781,11.369335,11.369335,-3.9917986,-3.9917986,-0.7453155,-0.7453155,-8.875892,-8.875892,4.566193,4.566193,-1.035935,-1.035935,4.563962,4.563962,-4.2532024,-4.2532024,-5.656616,-5.656616,-8.760497,-8.760497,1.2420334,1.2420334,-4.7829666,-4.7829666,1.3712468,1.3712468,-5.522347,-5.522347,5.3775315,5.3775315,-2.4724452,-2.4724452,-2.8612268,-2.8612268,4
130961-4-1-4,7,0.47448194,0.073640466,0.058720328,0.000180721,2653.71771,14058.23787,2557.468507,8359.12177,5556.250988,101636.9943,0.133382632,0.00025857,-106.0781,-106.0781,82.834335,82.834335,-22.451548,-22.451548,11.613942,11.613942,-2.904161,-2.904161,-0.2630854,-0.2630854,-10.561907,-10.561907,4.0612707,4.0612707,-0.06263671,-0.06263671,5.0893936,5.0893936,-5.0433373,-5.0433373,-5.134864,-5.134864,-7.820433,-7.820433,1.4254591,1.4254591,-5.755011,-5.755011,-0.95031404,-0.95031404,-5.2635307,-5.2635307,5.4080057,5.4080057,-4.553664,-4.553664,-4.602133,-4.602133,4
130961-4-2-1,7,0.521535,0.06591665,0.04219538,7.17E-05,2844.88194,13571.29909,2614.104881,3525.132798,5974.717051,57755.59981,0.161367075,0.000319948,-122.72044,-122.72044,77.338036,77.338036,-22.731491,-22.731491,8.779374,8.779374,-4.5041475,-4.5041475,1.6245114,1.6245114,-13.121721,-13.121721,1.5037574,1.5037574,-3.060678,-3.060678,7.5351267,7.5351267,-2.5989451,-2.5989451,-0.7620936,-0.7620936,-10.598225,-10.598225,0.37503454,0.37503454,-3.1034331,-3.1034331,2.7938318,2.7938318,-5.648579,-5.648579,5.4720573,5.4720573,-3.0459096,-3.0459096,0.94255704,0.94255704,4
130961-4-2-2,7,0.5338132,0.06061531,0.035722196,4.16E-05,2894.361966,18937.58286,2616.563803,4012.607055,6039.129956,71388.91801,0.168558639,0.000288371,-137.04231,-137.04231,74.814545,74.814545,-23.028116,-23.028116,9.557781,9.557781,-5.3226366,-5.3226366,2.4777398,2.4777398,-14.012493,-14.012493,0.9086386,0.9086386,-2.9198625,-2.9198625,6.538445,6.538445,-3.0945268,-3.0945268,1.6252173,1.6252173,-9.308137,-9.308137,0.09409516,0.09409516,-1.5900623,-1.5900623,3.3952658,3.3952658,-4.5455194,-4.5455194,5.5600863,5.5600863,-3.8484402,-3.8484402,1.4288551,1.4288551,4
130961-4-3-0,7,0.5427092,0.05834933,0.046501253,6.69E-05,2640.505426,11606.93457,2601.853293,3237.990451,5620.601658,60872.39878,0.145392093,0.000237588,-115.27353,-115.27353,87.524345,87.524345,-19.459118,-19.459118,6.116361,6.116361,-3.0791256,-3.0791256,-0.24928612,-0.24928612,-9.351748,-9.351748,3.930415,3.930415,1.0492822,1.0492822,6.06204,6.06204,2.1951203,2.1951203,3.601144,3.601144,-5.3231072,-5.3231072,4.0807896,4.0807896,-4.2990494,-4.2990494,-0.04618639,-0.04618639,-1.9096452,-1.9096452,6.209292,6.209292,-3.1736996,-3.1736996,2.3931453,2.3931453,4
130961-4-3-1,7,0.5033932,0.066372514,0.05069502,3.59E-05,2678.843469,14329.53523,2601.391506,2119.321129,5667.837789,56898.71809,0.145282018,0.000220377,-108.16957,-108.16957,84.92942,84.92942,-21.93716,-21.93716,4.4455156,4.4455156,-4.5894933,-4.5894933,-2.4471045,-2.4471045,-9.461481,-9.461481,4.650998,4.650998,1.4833205,1.4833205,6.854608,6.854608,2.4099288,2.4099288,1.6804949,1.6804949,-7.316206,-7.316206,1.6485654,1.6485654,-4.7438836,-4.7438836,1.8675376,1.8675376,-3.7211442,-3.7211442,3.1374357,3.1374357,-3.5758183,-3.5758183,3.220545,3.220545,4
130961-4-3-2,7,0.46793643,0.074690744,0.050242297,9.18E-05,2705.338928,15724.26309,2610.396361,4539.38786,5733.619858,71767.70499,0.144232072,0.000225986,-112.67779,-112.67779,83.43077,83.43077,-22.610573,-22.610573,4.5573363,4.5573363,-4.0363593,-4.0363593,-3.241652,-3.241652,-9.5793085,-9.5793085,3.9574268,3.9574268,0.7852546,0.7852546,7.6005654,7.6005654,2.5601845,2.5601845,0.57449245,0.57449245,-8.533929,-8.533929,0.9860336,0.9860336,-3.7252035,-3.7252035,3.0405922,3.0405922,-3.4580562,-3.4580562,3.288503,3.288503,-4.7977953,-4.7977953,2.9542058,2.9542058,4
130961-4-4-0,7,0.52957594,0.062466364,0.048519045,8.52E-05,2685.229008,11476.55777,2645.504719,2705.29178,5795.356671,41842.47956,0.142778518,0.00024285,-114.11933,-114.11933,85.92175,85.92175,-17.900251,-17.900251,4.211364,4.211364,-1.9885558,-1.9885558,-0.6017963,-0.6017963,-13.136647,-13.136647,4.483113,4.483113,2.3174958,2.3174958,4.660427,4.660427,4.0604067,4.0604067,3.6762261,3.6762261,-6.760108,-6.760108,2.590141,2.590141,-3.5100894,-3.5100894,2.398101,2.398101,-2.749221,-2.749221,3.3942962,3.3942962,-5.3490024,-5.3490024,1.1663053,1.1663053,4
130961-4-5-0,7,0.5241916,0.060558446,0.05477535,0.000282086,2654.097691,29677.39399,2634.767689,10330.61795,5730.943766,151179.1004,0.138146902,0.000306292,-109.53634,-109.53634,86.69132,86.69132,-17.027508,-17.027508,6.3149724,6.3149724,-2.4711533,-2.4711533,-1.0628841,-1.0628841,-12.13924,-12.13924,1.8440343,1.8440343,-1.0836909,-1.0836909,2.4759898,2.4759898,0.3088855,0.3088855,0.3729017,0.3729017,-7.4857917,-7.4857917,2.4684756,2.4684756,-3.9823837,-3.9823837,-0.35309094,-0.35309094,-2.8657563,-2.8657563,5.2673187,5.2673187,-3.8306975,-3.8306975,-0.035346366,-0.035346366,4
130961-4-5-1,7,0.4660879,0.065699,0.07227812,9.25E-05,2733.555544,10326.83562,2659.047832,2056.412457,5881.240545,40455.51761,0.139916569,0.000305367,-80.128136,-80.128136,81.6775,81.6775,-19.675411,-19.675411,5.024088,5.024088,-1.994709,-1.994709,-3.728297,-3.728297,-15.608884,-15.608884,-0.27150112,-0.27150112,-3.1551347,-3.1551347,1.149453,1.149453,-2.211935,-2.211935,-4.206333,-4.206333,-10.163051,-10.163051,3.140961,3.140961,-3.587634,-3.587634,-1.1947142,-1.1947142,-5.400077,-5.400077,4.2001657,4.2001657,-4.414906,-4.414906,-1.3338623,-1.3338623,4
130961-4-5-2,7,0.5321215,0.06326592,0.1007803,0.001068825,2920.44471,50029.60187,2623.511535,6022.657798,6024.567038,93766.72424,0.165132203,0.001025559,-44.148952,-44.148952,70.6907,70.6907,-28.322182,-28.322182,5.5933385,5.5933385,-3.7155187,-3.7155187,-4.225413,-4.225413,-13.353689,-13.353689,-0.37201047,-0.37201047,-4.958021,-4.958021,1.8594835,1.8594835,-3.058237,-3.058237,-3.9346874,-3.9346874,-10.599884,-10.599884,2.5474002,2.5474002,-3.6826563,-3.6826563,-2.7122712,-2.7122712,-6.29032,-6.29032,3.2730906,3.2730906,-5.4165597,-5.4165597,-0.24388228,-0.24388228,4
130961-4-5-3,7,0.6185728,0.045517746,0.12611678,0.000740701,3033.65496,27188.34429,2549.501263,7685.371417,6011.248815,104426.8214,0.18935434,0.000459092,-12.053084,-12.053084,62.76578,62.76578,-38.39032,-38.39032,6.844846,6.844846,-4.827484,-4.827484,-5.6950817,-5.6950817,-11.029649,-11.029649,1.3741745,1.3741745,-7.5171475,-7.5171475,1.6151527,1.6151527,-4.3824916,-4.3824916,-0.8136662,-0.8136662,-10.250932,-10.250932,0.3687035,0.3687035,-5.792785,-5.792785,-3.7634172,-3.7634172,-5.8345537,-5.8345537,3.1416671,3.1416671,-6.246256,-6.246256,1.9794867,1.9794867,4
130961-4-5-4,7,0.61871207,0.04402952,0.10941894,0.000637308,3079.541426,31987.0928,2482.522848,5022.667493,6009.568478,125151.8354,0.202933074,0.000661298,-28.343552,-28.343552,56.995552,56.995552,-45.98144,-45.98144,6.644777,6.644777,-4.382042,-4.382042,-8.201082,-8.201082,-12.2000065,-12.2000065,4.207033,4.207033,-9.384146,-9.384146,3.2511885,3.2511885,-4.6866145,-4.6866145,0.42168957,0.42168957,-11.7339115,-11.7339115,1.1500453,1.1500453,-5.181996,-5.181996,-4.0390115,-4.0390115,-4.5598216,-4.5598216,2.3085983,2.3085983,-6.8366685,-6.8366685,2.8083162,2.8083162,4
130961-4-5-5,7,0.599039,0.051138997,0.06415211,0.000909136,3223.196408,38087.8512,2465.86205,7339.703596,6211.955693,193754.6291,0.222591334,0.000711044,-95.553764,-95.553764,47.420227,47.420227,-50.30864,-50.30864,8.133119,8.133119,-2.3129642,-2.3129642,-6.95873,-6.95873,-8.963257,-8.963257,7.3029094,7.3029094,-9.415289,-9.415289,6.2539444,6.2539444,-3.4248667,-3.4248667,0.70340806,0.70340806,-13.4138,-13.4138,2.7520185,2.7520185,-2.124058,-2.124058,-2.9649608,-2.9649608,-3.5819957,-3.5819957,1.8811069,1.8811069,-5.564337,-5.564337,3.0093617,3.0093617,4
135849-4-0-0,7,0.497841,0.0631602,0.16205671,0.007580171,4206.929232,254444.2503,2450.591726,27449.62759,6841.906128,85908.02404,0.331616211,0.007548625,-67.39895,-67.39895,-14.056808,-14.056808,-53.488525,-53.488525,0.43634397,0.43634397,-30.764246,-30.764246,0.35353824,0.35353824,-18.309315,-18.309315,-8.829882,-8.829882,-17.099106,-17.099106,-14.043042,-14.043042,-8.631785,-8.631785,3.858453,3.858453,3.848114,3.848114,2.2459552,2.2459552,-7.7358956,-7.7358956,-2.778801,-2.778801,-8.637754,-8.637754,-1.0114758,-1.0114758,-9.428035,-9.428035,5.835855,5.835855,4
137815-4-0-0,9,0.5758083,0.04930706,0.12197349,0.000937837,5330.114984,269674.7329,3137.342237,10115.00954,9331.967463,392883.5963,0.478382971,0.006567812,-32.62711,-32.62711,-20.33038,-20.33038,-33.06935,-33.06935,-20.947794,-20.947794,-14.585085,-14.585085,-22.030296,-22.030296,-10.692335,-10.692335,-11.356529,-11.356529,-3.3662376,-3.3662376,0.61828226,0.61828226,-3.1359277,-3.1359277,3.8656902,3.8656902,-2.0872073,-2.0872073,1.841128,1.841128,-1.924205,-1.924205,-2.5678976,-2.5678976,-0.43858585,-0.43858585,1.8895031,1.8895031,-3.050034,-3.050034,-4.340117,-4.340117,4
137815-4-0-1,9,0.56324214,0.04644725,0.14499563,9.14E-05,5360.259556,53274.21295,3109.807988,4770.24229,9325.059412,43574.36161,0.486649883,0.002028105,-12.038632,-12.038632,-24.742882,-24.742882,-31.07094,-31.07094,-13.894479,-13.894479,-8.224817,-8.224817,-14.303951,-14.303951,-5.2898297,-5.2898297,-8.037717,-8.037717,2.7998772,2.7998772,10.460935,10.460935,1.2935706,1.2935706,9.158538,9.158538,1.8228626,1.8228626,6.4100266,6.4100266,0.044369604,0.044369604,1.7070348,1.7070348,-0.19652465,-0.19652465,6.660246,6.660246,-1.6650969,-1.6650969,-1.9577603,-1.9577603,4
137815-4-0-10,9,0.60309225,0.043297194,0.08180653,0.001180332,4976.074429,50477.13668,3000.399296,5224.760714,8909.456145,60095.48226,0.424480107,0.001988097,-68.923836,-68.923836,-15.462281,-15.462281,-36.98553,-36.98553,-11.050971,-11.050971,-10.954584,-10.954584,-14.2997,-14.2997,-6.4314995,-6.4314995,-9.348209,-9.348209,0.030068122,0.030068122,3.8611119,3.8611119,0.23489034,0.23489034,10.782293,10.782293,-1.957362,-1.957362,8.518936,8.518936,-4.035044,-4.035044,-0.07612028,-0.07612028,1.1068047,1.1068047,1.7734122,1.7734122,-1.61942,-1.61942,2.9863496,2.9863496,4
137815-4-0-2,9,0.56975377,0.04492203,0.1464824,6.43E-05,5250.752524,22283.90519,3057.890152,2957.744062,9154.660828,12276.17956,0.473009054,0.00122534,-7.8371286,-7.8371286,-21.991941,-21.991941,-28.856068,-28.856068,-9.24906,-9.24906,-7.0629797,-7.0629797,-9.713134,-9.713134,-1.9966942,-1.9966942,-6.7927103,-6.7927103,1.8563159,1.8563159,13.470195,13.470195,2.8744252,2.8744252,13.579531,13.579531,4.432988,4.432988,9.605619,9.605619,2.090662,2.090662,5.170101,5.170101,1.1721271,1.1721271,8.490157,8.490157,-1.2379813,-1.2379813,0.4060523,0.4060523,4
137815-4-0-3,9,0.5361554,0.0489492,0.1577119,0.000160909,5321.802546,13391.23457,3008.237921,3199.246813,9094.977759,15752.54692,0.487290575,0.001137418,-2.2815032,-2.2815032,-25.753063,-25.753063,-30.03788,-30.03788,-12.128077,-12.128077,-12.703136,-12.703136,-12.30009,-12.30009,-6.674102,-6.674102,-11.865925,-11.865925,-4.3866916,-4.3866916,7.2674227,7.2674227,-5.038183,-5.038183,8.832668,8.832668,2.4977133,2.4977133,8.508878,8.508878,1.7357973,1.7357973,4.6479077,4.6479077,2.1337347,2.1337347,5.080764,5.080764,-2.2194319,-2.2194319,-2.031551,-2.031551,4
137815-4-0-4,9,0.43080223,0.04702706,0.16875261,4.61E-05,5303.091299,10023.89267,2990.579335,1530.550457,9073.133383,11650.63375,0.495817151,0.001002197,-0.94662845,-0.94662845,-29.831173,-29.831173,-34.079975,-34.079975,-14.786381,-14.786381,-16.923546,-16.923546,-16.818243,-16.818243,-13.670827,-13.670827,-15.856278,-15.856278,-5.427259,-5.427259,3.689686,3.689686,-9.986303,-9.986303,3.285008,3.285008,-0.5476903,-0.5476903,6.371789,6.371789,-2.4526565,-2.4526565,-0.3704085,-0.3704085,0.7328146,0.7328146,2.458773,2.458773,-2.3214805,-2.3214805,-2.9744174,-2.9744174,4
137815-4-0-5,9,0.4704745,0.05727333,0.13480832,0.00167707,5264.806902,21378.23573,3029.432608,1646.959455,9128.211084,9902.623875,0.483460531,0.002020642,-27.576511,-27.576511,-27.265247,-27.265247,-36.69916,-36.69916,-16.410263,-16.410263,-16.231932,-16.231932,-20.859236,-20.859236,-13.777108,-13.777108,-16.32481,-16.32481,-5.9411235,-5.9411235,1.6951158,1.6951158,-9.209889,-9.209889,1.7094566,1.7094566,-1.9285452,-1.9285452,5.17824,5.17824,-5.878564,-5.878564,-2.8105893,-2.8105893,-1.2520857,-1.2520857,1.0702691,1.0702691,-3.8918006,-3.8918006,-0.22255675,-0.22255675,4
137815-4-0-6,9,0.5765834,0.05073762,0.10306066,0.000805582,5124.480667,50514.58365,3036.611919,1991.22233,9037.908547,26674.00468,0.449139722,0.002312243,-45.70514,-45.70514,-20.637054,-20.637054,-37.635036,-37.635036,-15.782561,-15.782561,-14.940991,-14.940991,-20.157343,-20.157343,-10.434444,-10.434444,-14.032545,-14.032545,-4.698407,-4.698407,1.6379973,1.6379973,-5.3722615,-5.3722615,4.081424,4.081424,-1.637092,-1.637092,6.177129,6.177129,-5.148741,-5.148741,-1.6868179,-1.6868179,-0.9032422,-0.9032422,2.0386662,2.0386662,-4.342796,-4.342796,3.4781113,3.4781113,4
137815-4-0-7,9,0.53854984,0.044057153,0.12331173,0.000664921,5072.805732,25928.93115,3014.059044,1511.68679,8943.809694,13228.49585,0.449246974,0.001810939,-24.813272,-24.813272,-19.857462,-19.857462,-35.349613,-35.349613,-14.813066,-14.813066,-17.229149,-17.229149,-19.162111,-19.162111,-12.127544,-12.127544,-13.370222,-13.370222,-4.766509,-4.766509,1.6080911,1.6080911,-4.092576,-4.092576,6.355875,6.355875,0.18017922,0.18017922,8.452904,8.452904,-3.7641354,-3.7641354,-0.79642624,-0.79642624,1.6245528,1.6245528,2.0966518,2.0966518,-0.9144085,-0.9144085,0.45232272,0.45232272,4
137815-4-0-8,9,0.5070845,0.037412442,0.14032272,1.52E-05,5090.704262,8435.496497,3012.729563,1054.525607,8960.613061,9358.871395,0.454375339,0.000847589,-7.209248,-7.209248,-19.585949,-19.585949,-31.895443,-31.895443,-13.586028,-13.586028,-17.782084,-17.782084,-17.162184,-17.162184,-12.421195,-12.421195,-11.494802,-11.494802,-3.1558506,-3.1558506,3.0598571,3.0598571,-2.9056292,-2.9056292,6.8437076,6.8437076,2.66151,2.66151,10.641819,10.641819,-2.8774066,-2.8774066,0.9805335,0.9805335,2.9341204,2.9341204,2.488907,2.488907,1.0491135,1.0491135,-2.3478003,-2.3478003,4
137815-4-0-9,9,0.5489549,0.040296234,0.12452927,0.000482494,5099.510269,16854.37621,3029.288409,1678.559114,9005.1731,18269.40165,0.450406995,0.001016262,-18.822031,-18.822031,-16.778234,-16.778234,-30.79708,-30.79708,-13.045928,-13.045928,-15.6503315,-15.6503315,-15.332231,-15.332231,-9.869808,-9.869808,-9.7677555,-9.7677555,-0.012387888,-0.012387888,4.1237035,4.1237035,-0.6413,-0.6413,8.215496,8.215496,2.0846195,2.0846195,11.154297,11.154297,-2.6096354,-2.6096354,2.5716445,2.5716445,3.4071333,3.4071333,4.501996,4.501996,0.36457822,0.36457822,1.3098232,1.3098232,4
139000-4-0-0,8,0.57356125,0.053887613,0.15509576,0.002396878,3696.249193,49260.13596,2538.295986,7793.335518,6801.318218,134708.0596,0.256542404,0.000726098,-11.439039,-11.439039,10.528479,10.528479,-65.644585,-65.644585,-11.751277,-11.751277,-17.656067,-17.656067,-1.5015733,-1.5015733,-23.473457,-23.473457,-3.6647537,-3.6647537,-15.042986,-15.042986,-3.3990242,-3.3990242,-11.094633,-11.094633,5.4845586,5.4845586,-4.480334,-4.480334,-2.453102,-2.453102,-7.28887,-7.28887,6.1612225,6.1612225,2.1578095,2.1578095,7.098594,7.098594,-2.827978,-2.827978,5.897166,5.897166,4
139000-4-0-1,8,0.53454655,0.057196658,0.18709767,0.001055649,3700.40811,6289.525425,2588.91306,3124.393289,6955.784722,32630.74939,0.248800465,0.000310734,11.302781,11.302781,9.627741,9.627741,-66.20267,-66.20267,-14.36029,-14.36029,-13.280273,-13.280273,1.2848284,1.2848284,-22.734056,-22.734056,-6.4214234,-6.4214234,-16.651108,-16.651108,-2.6404214,-2.6404214,-13.437,-13.437,5.742327,5.742327,-7.398891,-7.398891,-5.194945,-5.194945,-8.433217,-8.433217,7.4111767,7.4111767,2.954644,2.954644,7.6524324,7.6524324,-2.043834,-2.043834,10.43938,10.43938,4
139000-4-0-2,8,0.5195638,0.05660301,0.18012495,0.002981523,3733.914875,42865.29692,2634.215801,5651.611075,7082.743491,81149.68364,0.247482388,0.000302539,-7.453712,-7.453712,12.276649,12.276649,-62.72975,-62.72975,-15.3181,-15.3181,-11.416134,-11.416134,2.07802,2.07802,-22.517544,-22.517544,-6.714851,-6.714851,-16.772055,-16.772055,-1.4753023,-1.4753023,-14.360907,-14.360907,4.937853,4.937853,-8.906271,-8.906271,-6.4414163,-6.4414163,-8.895961,-8.895961,5.880943,5.880943,1.493661,1.493661,6.312088,6.312088,-1.5146208,-1.5146208,12.020582,12.020582,4
140824-4-0-0,4,0.53996533,0.055987325,0.090447806,0.004160786,2141.065856,14686.97532,1350.205963,3373.313302,3359.179688,72046.41767,0.16171875,0.000360432,-181.73557,-181.73557,85.321594,85.321594,-134.82095,-134.82095,-9.248356,-9.248356,-44.099174,-44.099174,-20.444952,-20.444952,-19.382849,-19.382849,-11.325674,-11.325674,-8.382082,-8.382082,-3.0935752,-3.0935752,-6.3575654,-6.3575654,0.90328383,0.90328383,-10.193343,-10.193343,0.20972155,0.20972155,-1.2806736,-1.2806736,4.7133927,4.7133927,-3.2325659,-3.2325659,8.275544,8.275544,-0.7904743,-0.7904743,4.383276,4.383276,4
14110-4-0-0,4,0.65801984,0.04168028,0.012747308,2.14E-05,4276.023603,28246.39746,2509.58554,1692.8859,7389.436049,37860.99833,0.332765083,0.000700735,-272.42896,-272.42896,-20.127193,-20.127193,-56.308334,-56.308334,16.18967,16.18967,-4.115124,-4.115124,-2.0584984,-2.0584984,7.508871,7.508871,16.022625,16.022625,-10.671461,-10.671461,13.381159,13.381159,-1.7668674,-1.7668674,9.075133,9.075133,8.98859,8.98859,6.281106,6.281106,2.6252496,2.6252496,8.816435,8.816435,-3.017177,-3.017177,13.975171,13.975171,-5.4122577,-5.4122577,10.34538,10.34538,4
14110-4-0-1,4,0.68673736,0.03578674,0.022468055,4.78E-05,4010.052209,27768.91672,2473.541486,4382.631157,7114.607653,99970.57634,0.307800646,0.000479076,-210.01218,-210.01218,-3.6097193,-3.6097193,-54.442524,-54.442524,18.28049,18.28049,-6.9489822,-6.9489822,-8.640724,-8.640724,6.518215,6.518215,11.940595,11.940595,-16.507984,-16.507984,8.559085,8.559085,-7.2210865,-7.2210865,7.0679693,7.0679693,5.1870823,5.1870823,4.379052,4.379052,0.30109093,0.30109093,6.6626186,6.6626186,-4.124158,-4.124158,10.410636,10.410636,-4.184583,-4.184583,5.8730927,5.8730927,4
14110-4-0-2,4,0.6852175,0.033996575,0.039154742,0.000221678,3713.214894,55153.69974,2379.293897,7655.562174,6587.417585,165061.2689,0.28450709,0.001028965,-152.40317,-152.40317,14.278786,14.278786,-49.325752,-49.325752,25.417141,25.417141,-12.209149,-12.209149,-7.626344,-7.626344,2.799913,2.799913,10.326808,10.326808,-19.368517,-19.368517,3.1175375,3.1175375,-9.872704,-9.872704,2.776687,2.776687,2.8698876,2.8698876,2.596219,2.596219,0.007047885,0.007047885,3.9317691,3.9317691,-4.852502,-4.852502,2.624699,2.624699,-1.8430886,-1.8430886,3.1100771,3.1100771,4
14111-4-0-0,9,0.67168474,0.036906652,0.023348467,6.06E-05,4771.288575,69857.63625,2865.494148,9707.206875,8335.590058,115271.4357,0.384816429,0.002311031,-192.49594,-192.49594,-3.5855727,-3.5855727,-16.638456,-16.638456,13.868099,13.868099,4.0180154,4.0180154,13.844864,13.844864,1.0715454,1.0715454,6.4350457,6.4350457,-6.6241775,-6.6241775,5.373076,5.373076,-2.7464519,-2.7464519,1.833706,1.833706,-1.2862117,-1.2862117,6.3716893,6.3716893,-6.9983473,-6.9983473,3.456287,3.456287,-10.056988,-10.056988,-3.5230765,-3.5230765,-5.9934993,-5.9934993,-3.3415108,-3.3415108,4
14111-4-0-1,9,0.57807094,0.05596884,0.023065343,1.85E-05,4627.618518,35694.68359,2945.585979,10624.7793,8306.02858,84792.2559,0.343978617,0.002471413,-188.77386,-188.77386,9.703476,9.703476,-2.2593088,-2.2593088,19.589586,19.589586,2.0231144,2.0231144,20.848131,20.848131,1.2565403,1.2565403,2.4851851,2.4851851,-6.563771,-6.563771,0.9271347,0.9271347,-5.5085325,-5.5085325,-1.3511525,-1.3511525,-3.1370807,-3.1370807,4.00175,4.00175,-11.072939,-11.072939,4.1775727,4.1775727,-10.316391,-10.316391,-6.5707836,-6.5707836,-11.325363,-11.325363,-5.3451614,-5.3451614,4
14111-4-0-2,9,0.55161726,0.058394037,0.029799532,7.55E-05,4719.476907,50021.78325,2978.659872,10019.64222,8475.431409,42895.19582,0.346355107,0.003054482,-164.75578,-164.75578,8.234529,8.234529,2.7577043,2.7577043,19.780064,19.780064,-1.4397472,-1.4397472,12.280068,12.280068,-3.8589215,-3.8589215,-0.97212124,-0.97212124,-5.2177677,-5.2177677,0.5078163,0.5078163,-6.5846562,-6.5846562,-0.6669163,-0.6669163,-3.3617733,-3.3617733,6.6118984,6.6118984,-7.81998,-7.81998,1.435694,1.435694,-13.6037445,-13.6037445,-7.857584,-7.857584,-8.283206,-8.283206,-5.59797,-5.59797,4
14111-4-0-3,9,0.6120042,0.049651813,0.037047826,7.42E-05,4788.802336,30135.87442,2982.43316,7325.049327,8584.653292,24725.65964,0.362236949,0.001533755,-141.7983,-141.7983,3.571979,3.571979,-3.7878122,-3.7878122,14.341418,14.341418,-1.1852515,-1.1852515,9.668568,9.668568,-2.6683035,-2.6683035,0.15855972,0.15855972,1.8347462,1.8347462,1.9011075,1.9011075,-3.6155624,-3.6155624,5.6796,5.6796,-6.685279,-6.685279,12.045889,12.045889,-2.9678938,-2.9678938,0.11016319,0.11016319,-17.932665,-17.932665,-8.247709,-8.247709,-7.7207737,-7.7207737,-9.686777,-9.686777,4
